--------------------
BDMEP - INMET
--------------------
Estação           : MARINGA - PR (OMM: 83767)
Latitude  (graus) : -23.4
Longitude (graus) : -51.91
Altitude  (metros): 542.00
Estação Operante
Inicio de operação: 01/12/1953
Periodo solicitado dos dados: 10/05/2016 a 10/05/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;Umidade Relativa Media;Velocidade do Vento Media;
83767;26/03/2017;0000;;69.75;2.666667;
83767;26/03/2017;1200;0;;;
83767;27/03/2017;0000;;78.75;1.666667;
83767;27/03/2017;1200;0;;;
83767;28/03/2017;0000;;65.25;1.333333;
83767;28/03/2017;1200;0;;;
83767;29/03/2017;0000;;61.5;1.666667;
83767;29/03/2017;1200;0;;;
83767;30/03/2017;0000;;57.75;1.666667;
83767;30/03/2017;1200;0;;;
83767;31/03/2017;0000;;54.25;1.666667;
83767;31/03/2017;1200;0;;;
83767;01/04/2017;0000;;54;2;
83767;01/04/2017;1200;0;;;
83767;02/04/2017;0000;;56.5;1.333333;
83767;02/04/2017;1200;0;;;
83767;03/04/2017;0000;;55.25;1.333333;
83767;03/04/2017;1200;0;;;
83767;04/04/2017;0000;;57.25;2.333333;
83767;04/04/2017;1200;0;;;
83767;05/04/2017;0000;;94.75;1.333333;
83767;05/04/2017;1200;11;;;
83767;06/04/2017;0000;;86.75;1.666667;
83767;06/04/2017;1200;77;;;
83767;07/04/2017;0000;;83.5;1.666667;
83767;07/04/2017;1200;1.6;;;
83767;08/04/2017;0000;;81.75;1;
83767;08/04/2017;1200;0;;;
83767;09/04/2017;0000;;71.5;2;
83767;09/04/2017;1200;0;;;
83767;10/04/2017;0000;;70;1;
83767;10/04/2017;1200;0;;;
83767;11/04/2017;0000;;81.75;1.666667;
83767;11/04/2017;1200;0.4;;;
83767;12/04/2017;0000;;81;1.666667;
83767;12/04/2017;1200;0;;;
83767;13/04/2017;0000;;66.75;1.666667;
83767;13/04/2017;1200;3.2;;;
83767;14/04/2017;0000;;66;1;
83767;14/04/2017;1200;0;;;
83767;15/04/2017;0000;;60.25;1.333333;
83767;15/04/2017;1200;0;;;
83767;16/04/2017;0000;;96.5;1;
83767;16/04/2017;1200;2.2;;;
83767;17/04/2017;0000;;83.5;1;
83767;17/04/2017;1200;10.6;;;
83767;18/04/2017;0000;;69;1;
83767;18/04/2017;1200;0;;;
83767;19/04/2017;0000;;64.75;1.666667;
83767;19/04/2017;1200;0;;;
83767;20/04/2017;0000;;85.5;1;
83767;20/04/2017;1200;0;;;
83767;21/04/2017;0000;;85;1;
83767;21/04/2017;1200;14.8;;;
83767;22/04/2017;0000;;75.25;0.333333;
83767;22/04/2017;1200;1.2;;;
83767;23/04/2017;0000;;71.75;1.666667;
83767;23/04/2017;1200;0;;;
83767;24/04/2017;0000;;68.25;1.333333;
83767;24/04/2017;1200;0;;;
83767;25/04/2017;0000;;72.75;1.666667;
83767;25/04/2017;1200;0;;;
83767;26/04/2017;0000;;95.25;1;
83767;26/04/2017;1200;32.7;;;
83767;27/04/2017;0000;;63;2.333333;
83767;27/04/2017;1200;4.5;;;
83767;28/04/2017;0000;;57.5;1.333333;
83767;28/04/2017;1200;0;;;
83767;29/04/2017;0000;;65.75;1.666667;
83767;29/04/2017;1200;0;;;
83767;30/04/2017;0000;;69.5;2;
83767;30/04/2017;1200;0;;;
83767;01/05/2017;0000;;82.75;2;
83767;01/05/2017;1200;0;;;
83767;02/05/2017;0000;;72;1.666667;
83767;02/05/2017;1200;18;;;
83767;03/05/2017;0000;;64;1.333333;
83767;03/05/2017;1200;0;;;
83767;04/05/2017;0000;;97.75;1;
83767;04/05/2017;1200;31.9;;;
83767;05/05/2017;0000;;91.5;1;
83767;05/05/2017;1200;26.6;;;
83767;06/05/2017;0000;;75.75;1;
83767;06/05/2017;1200;1;;;
83767;07/05/2017;0000;;76;1.666667;
83767;07/05/2017;1200;0;;;
83767;08/05/2017;0000;;68.5;1;
83767;08/05/2017;1200;0;;;
83767;09/05/2017;0000;;66.75;1;
83767;09/05/2017;1200;0;;;
83767;10/05/2017;0000;;80;1;
83767;10/05/2017;1200;0;;;
83767;11/05/2017;0000;;71;1.666667;
83767;11/05/2017;1200;0;;;
83767;12/05/2017;0000;;68.25;2;
83767;12/05/2017;1200;0;;;
83767;13/05/2017;0000;;65.75;2.333333;
83767;13/05/2017;1200;0;;;
83767;14/05/2017;0000;;74.25;1;
83767;14/05/2017;1200;14;;;
83767;15/05/2017;0000;;82.25;1.333333;
83767;15/05/2017;1200;0;;;
83767;16/05/2017;0000;;74.5;1;
83767;16/05/2017;1200;0;;;
83767;17/05/2017;0000;;78.5;2;
83767;17/05/2017;1200;0;;;
83767;18/05/2017;0000;;88.5;1.666667;
83767;18/05/2017;1200;26.9;;;
83767;19/05/2017;0000;;96.75;2;
83767;19/05/2017;1200;33;;;
83767;20/05/2017;0000;;99;1.333333;
83767;20/05/2017;1200;75.4;;;
83767;21/05/2017;0000;;98.75;1;
83767;21/05/2017;1200;41.3;;;
83767;22/05/2017;0000;;89;0.333333;
83767;22/05/2017;1200;38;;;
83767;23/05/2017;0000;;77.75;1.333333;
83767;23/05/2017;1200;0;;;
83767;24/05/2017;0000;;72.25;1.333333;
83767;24/05/2017;1200;0;;;
83767;25/05/2017;0000;;73.5;1.666667;
83767;25/05/2017;1200;0;;;
83767;26/05/2017;0000;;72.75;1;
83767;26/05/2017;1200;0;;;
83767;27/05/2017;0000;;81.5;0.666667;
83767;27/05/2017;1200;0;;;
83767;28/05/2017;0000;;78.5;1.333333;
83767;28/05/2017;1200;0;;;
83767;29/05/2017;0000;;80.25;0.333333;
83767;29/05/2017;1200;0;;;
83767;30/05/2017;0000;;77.25;1;
83767;30/05/2017;1200;0;;;
83767;31/05/2017;0000;;90.5;1.333333;
83767;31/05/2017;1200;0;;;
83767;01/06/2017;0000;;79.75;1.333333;
83767;01/06/2017;1200;2.1;;;
83767;02/06/2017;0000;;80.5;1.333333;
83767;02/06/2017;1200;0;;;
83767;03/06/2017;0000;;72.5;1.666667;
83767;03/06/2017;1200;0;;;
83767;04/06/2017;0000;;64.5;2;
83767;04/06/2017;1200;0;;;
83767;05/06/2017;0000;;96.25;0.666667;
83767;05/06/2017;1200;2.2;;;
83767;06/06/2017;0000;;91;0.666667;
83767;06/06/2017;1200;34.6;;;
83767;07/06/2017;0000;;82.5;1;
83767;07/06/2017;1200;5.4;;;
83767;08/06/2017;0000;;81.25;2;
83767;08/06/2017;1200;0;;;
83767;09/06/2017;0000;;65.5;4;
83767;09/06/2017;1200;18.3;;;
83767;10/06/2017;0000;;69.75;0.333333;
83767;10/06/2017;1200;0;;;
83767;11/06/2017;0000;;63.75;0.666667;
83767;11/06/2017;1200;0;;;
83767;12/06/2017;0000;;71.5;1;
83767;12/06/2017;1200;0;;;
83767;13/06/2017;0000;;99.5;0.666667;
83767;13/06/2017;1200;7.9;;;
83767;14/06/2017;0000;;87;1;
83767;14/06/2017;1200;28.3;;;
83767;15/06/2017;0000;;72.5;1.333333;
83767;15/06/2017;1200;0;;;
83767;16/06/2017;0000;;75;1.666667;
83767;16/06/2017;1200;0;;;
83767;17/06/2017;0000;;66.75;1.333333;
83767;17/06/2017;1200;0;;;
83767;18/06/2017;0000;;69.75;0.666667;
83767;18/06/2017;1200;0;;;
83767;19/06/2017;0000;;92;1.333333;
83767;19/06/2017;1200;0;;;
83767;20/06/2017;0000;;90.25;0.666667;
83767;20/06/2017;1200;4.2;;;
83767;21/06/2017;0000;;74;2;
83767;21/06/2017;1200;0;;;
83767;22/06/2017;0000;;72.5;2;
83767;22/06/2017;1200;0;;;
83767;23/06/2017;0000;;70.5;1.666667;
83767;23/06/2017;1200;0;;;
83767;24/06/2017;0000;;67.25;2;
83767;24/06/2017;1200;0;;;
83767;25/06/2017;0000;;69.5;2;
83767;25/06/2017;1200;0;;;
83767;26/06/2017;0000;;67.75;2;
83767;26/06/2017;1200;0;;;
83767;27/06/2017;0000;;61.75;2;
83767;27/06/2017;1200;0;;;
83767;28/06/2017;0000;;59.75;1.666667;
83767;28/06/2017;1200;0;;;
83767;29/06/2017;0000;;66.5;0.666667;
83767;29/06/2017;1200;0;;;
83767;30/06/2017;0000;;69;0;
83767;30/06/2017;1200;0;;;
83767;01/07/2017;0000;;66;0.666667;
83767;01/07/2017;1200;0;;;
83767;02/07/2017;0000;;70.75;1;
83767;02/07/2017;1200;0;;;
83767;03/07/2017;0000;;61;5;
83767;03/07/2017;1200;0;;;
83767;04/07/2017;0000;;56.75;4.666667;
83767;04/07/2017;1200;0;;;
83767;05/07/2017;0000;;58.75;1.666667;
83767;05/07/2017;1200;0;;;
83767;06/07/2017;0000;;61;2.333333;
83767;06/07/2017;1200;0;;;
83767;07/07/2017;0000;;62.25;2.333333;
83767;07/07/2017;1200;0;;;
83767;08/07/2017;0000;;66.5;2.333333;
83767;08/07/2017;1200;0;;;
83767;09/07/2017;0000;;68;1.666667;
83767;09/07/2017;1200;0;;;
83767;10/07/2017;0000;;60.5;1.333333;
83767;10/07/2017;1200;0;;;
83767;11/07/2017;0000;;57;1.333333;
83767;11/07/2017;1200;0;;;
83767;12/07/2017;0000;;52.75;1.666667;
83767;12/07/2017;1200;0;;;
83767;13/07/2017;0000;;57.5;1.333333;
83767;13/07/2017;1200;0;;;
83767;14/07/2017;0000;;58.25;2.333333;
83767;14/07/2017;1200;0;;;
83767;15/07/2017;0000;;45.25;2.666667;
83767;15/07/2017;1200;0;;;
83767;16/07/2017;0000;;47.75;1.333333;
83767;16/07/2017;1200;0;;;
83767;17/07/2017;0000;;80.75;4;
83767;17/07/2017;1200;0;;;
83767;18/07/2017;0000;;67.25;1.333333;
83767;18/07/2017;1200;0;;;
83767;19/07/2017;0000;;59.75;0.666667;
83767;19/07/2017;1200;0;;;
83767;20/07/2017;0000;;59.75;1;
83767;20/07/2017;1200;0;;;
83767;21/07/2017;0000;;47;1;
83767;21/07/2017;1200;0;;;
83767;22/07/2017;0000;;47.25;1;
83767;22/07/2017;1200;0;;;
83767;23/07/2017;0000;;52;1.666667;
83767;23/07/2017;1200;0;;;
83767;24/07/2017;0000;;40.5;2.333333;
83767;24/07/2017;1200;0;;;
83767;25/07/2017;0000;;44;1;
83767;25/07/2017;1200;0;;;
83767;26/07/2017;0000;;49.25;1.333333;
83767;26/07/2017;1200;0;;;
83767;27/07/2017;0000;;54.5;1.333333;
83767;27/07/2017;1200;0;;;
83767;28/07/2017;0000;;55.25;2.333333;
83767;28/07/2017;1200;0;;;
83767;29/07/2017;0000;;53.75;2.333333;
83767;29/07/2017;1200;0;;;
83767;30/07/2017;0000;;52.75;1.333333;
83767;30/07/2017;1200;0;;;
83767;31/07/2017;0000;;53.25;0.666667;
83767;31/07/2017;1200;0;;;
83767;01/08/2017;0000;;48.5;1.333333;
83767;01/08/2017;1200;0;;;
83767;02/08/2017;0000;;49;1;
83767;02/08/2017;1200;0;;;
83767;03/08/2017;0000;;93.25;1.666667;
83767;03/08/2017;1200;1.2;;;
83767;04/08/2017;0000;;63.5;1;
83767;04/08/2017;1200;0;;;
83767;05/08/2017;0000;;55.5;2.333333;
83767;05/08/2017;1200;0;;;
83767;06/08/2017;0000;;56.75;1.666667;
83767;06/08/2017;1200;0;;;
83767;07/08/2017;0000;;49.25;1.666667;
83767;07/08/2017;1200;0;;;
83767;08/08/2017;0000;;48.75;1;
83767;08/08/2017;1200;0;;;
83767;09/08/2017;0000;;50.25;1;
83767;09/08/2017;1200;0;;;
83767;10/08/2017;0000;;43;1;
83767;10/08/2017;1200;0;;;
83767;11/08/2017;0000;;48.75;2.666667;
83767;11/08/2017;1200;0;;;
83767;12/08/2017;0000;;41;2.333333;
83767;12/08/2017;1200;0;;;
83767;13/08/2017;0000;;82;3;
83767;13/08/2017;1200;0;;;
83767;14/08/2017;0000;;59.25;1.333333;
83767;14/08/2017;1200;13.2;;;
83767;15/08/2017;0000;;97.5;1;
83767;15/08/2017;1200;35.7;;;
83767;16/08/2017;0000;;95;0.333333;
83767;16/08/2017;1200;38.6;;;
83767;17/08/2017;0000;;85.25;1.666667;
83767;17/08/2017;1200;0;;;
83767;18/08/2017;0000;;83.5;1.666667;
83767;18/08/2017;1200;0;;;
83767;19/08/2017;0000;;78;2.666667;
83767;19/08/2017;1200;24.2;;;
83767;20/08/2017;0000;;78;2.333333;
83767;20/08/2017;1200;23.2;;;
83767;21/08/2017;0000;;70.5;2.333333;
83767;21/08/2017;1200;6.8;;;
83767;22/08/2017;0000;;61.75;2.333333;
83767;22/08/2017;1200;0;;;
83767;23/08/2017;0000;;60;3.333333;
83767;23/08/2017;1200;0;;;
83767;24/08/2017;0000;;52.25;2.666667;
83767;24/08/2017;1200;0;;;
83767;25/08/2017;0000;;49;2;
83767;25/08/2017;1200;0;;;
83767;26/08/2017;0000;;48.25;1.666667;
83767;26/08/2017;1200;0;;;
83767;27/08/2017;0000;;39.75;1;
83767;27/08/2017;1200;0;;;
83767;28/08/2017;0000;;40.75;1.333333;
83767;28/08/2017;1200;0;;;
83767;29/08/2017;0000;;36.25;1;
83767;29/08/2017;1200;0;;;
83767;30/08/2017;0000;;40;0.333333;
83767;30/08/2017;1200;0;;;
83767;31/08/2017;0000;;49.5;2.333333;
83767;31/08/2017;1200;0;;;
83767;01/09/2017;0000;;55.5;3.666667;
83767;01/09/2017;1200;0;;;
83767;02/09/2017;0000;;56.25;2;
83767;02/09/2017;1200;0;;;
83767;03/09/2017;0000;;47.75;1.666667;
83767;03/09/2017;1200;0;;;
83767;04/09/2017;0000;;40;1;
83767;04/09/2017;1200;0;;;
83767;05/09/2017;0000;;35;1;
83767;05/09/2017;1200;0;;;
83767;06/09/2017;0000;;33.25;2;
83767;06/09/2017;1200;0;;;
83767;07/09/2017;0000;;32.75;1.666667;
83767;07/09/2017;1200;0;;;
83767;08/09/2017;0000;;31.25;1.666667;
83767;08/09/2017;1200;0;;;
83767;09/09/2017;0000;;33.25;1.666667;
83767;09/09/2017;1200;0;;;
83767;10/09/2017;0000;;30;1.666667;
83767;10/09/2017;1200;0;;;
83767;11/09/2017;0000;;38.75;0.666667;
83767;11/09/2017;1200;0;;;
83767;12/09/2017;0000;;36;1.333333;
83767;12/09/2017;1200;0;;;
83767;13/09/2017;0000;;35;1.666667;
83767;13/09/2017;1200;0;;;
83767;14/09/2017;0000;;33.25;2;
83767;14/09/2017;1200;0;;;
83767;15/09/2017;0000;;33.5;1.333333;
83767;15/09/2017;1200;0;;;
83767;16/09/2017;0000;;53;1.333333;
83767;16/09/2017;1200;0;;;
83767;17/09/2017;0000;;55.5;0.666667;
83767;17/09/2017;1200;0;;;
83767;18/09/2017;0000;;43.25;1;
83767;18/09/2017;1200;0;;;
83767;19/09/2017;0000;;36.5;0.666667;
83767;19/09/2017;1200;0;;;
83767;20/09/2017;0000;;32;1.666667;
83767;20/09/2017;1200;0;;;
83767;21/09/2017;0000;;35.5;1.666667;
83767;21/09/2017;1200;0;;;
83767;22/09/2017;0000;;36.75;0.666667;
83767;22/09/2017;1200;0;;;
83767;23/09/2017;0000;;40;1;
83767;23/09/2017;1200;0;;;
83767;24/09/2017;0000;;45.25;1.666667;
83767;24/09/2017;1200;0;;;
83767;25/09/2017;0000;;47.25;2;
83767;25/09/2017;1200;0;;;
83767;26/09/2017;0000;;46.75;1.333333;
83767;26/09/2017;1200;0;;;
83767;27/09/2017;0000;;44.5;1;
83767;27/09/2017;1200;0;;;
83767;28/09/2017;0000;;41.75;1;
83767;28/09/2017;1200;0;;;
83767;29/09/2017;0000;;92.25;1.333333;
83767;29/09/2017;1200;19;;;
83767;30/09/2017;0000;;86.5;0.666667;
83767;30/09/2017;1200;14.2;;;
83767;01/10/2017;0000;;67.75;1;
83767;01/10/2017;1200;6.7;;;
83767;02/10/2017;0000;;94;1;
83767;02/10/2017;1200;47.1;;;
83767;03/10/2017;0000;;49;1;
83767;03/10/2017;1200;1.1;;;
83767;04/10/2017;0000;;35.75;1.666667;
83767;04/10/2017;1200;0;;;
83767;05/10/2017;0000;;51;2;
83767;05/10/2017;1200;0;;;
83767;06/10/2017;0000;;52.5;1;
83767;06/10/2017;1200;0;;;
83767;07/10/2017;0000;;82.25;1.666667;
83767;07/10/2017;1200;2.5;;;
83767;08/10/2017;0000;;90.75;1;
83767;08/10/2017;1200;41.6;;;
83767;09/10/2017;0000;;73;1.666667;
83767;09/10/2017;1200;3.4;;;
83767;10/10/2017;0000;;62.25;1.333333;
83767;10/10/2017;1200;0;;;
83767;11/10/2017;0000;;47.5;1;
83767;11/10/2017;1200;0;;;
83767;12/10/2017;0000;;45.5;0.666667;
83767;12/10/2017;1200;0;;;
83767;13/10/2017;0000;;49;1.333333;
83767;13/10/2017;1200;0;;;
83767;14/10/2017;0000;;70.25;3;
83767;14/10/2017;1200;0;;;
83767;15/10/2017;0000;;59.25;1;
83767;15/10/2017;1200;0;;;
83767;16/10/2017;0000;;54.75;1.333333;
83767;16/10/2017;1200;0;;;
83767;17/10/2017;0000;;54;1.666667;
83767;17/10/2017;1200;0;;;
83767;18/10/2017;0000;;42.75;1.666667;
83767;18/10/2017;1200;0;;;
83767;19/10/2017;0000;;75.75;2.333333;
83767;19/10/2017;1200;0;;;
83767;20/10/2017;0000;;70.75;1.333333;
83767;20/10/2017;1200;19.8;;;
83767;21/10/2017;0000;;81.25;1.666667;
83767;21/10/2017;1200;0;;;
83767;22/10/2017;0000;;96;0;
83767;22/10/2017;1200;44.9;;;
83767;23/10/2017;0000;;74.5;1;
83767;23/10/2017;1200;3.6;;;
83767;24/10/2017;0000;;55.5;1.333333;
83767;24/10/2017;1200;0;;;
83767;25/10/2017;0000;;69.75;3;
83767;25/10/2017;1200;0;;;
83767;26/10/2017;0000;;81.25;2.666667;
83767;26/10/2017;1200;19.6;;;
83767;27/10/2017;0000;;88.5;2;
83767;27/10/2017;1200;4.9;;;
83767;28/10/2017;0000;;82.5;0.666667;
83767;28/10/2017;1200;31;;;
83767;29/10/2017;0000;;71;1.333333;
83767;29/10/2017;1200;0;;;
83767;30/10/2017;0000;;97.25;0.666667;
83767;30/10/2017;1200;61.6;;;
83767;31/10/2017;0000;;68.5;1;
83767;31/10/2017;1200;24.1;;;
83767;01/11/2017;0000;;58;1;
83767;01/11/2017;1200;0;;;
83767;02/11/2017;0000;;54.5;2.666667;
83767;02/11/2017;1200;0;;;
83767;03/11/2017;0000;;69.5;2.333333;
83767;03/11/2017;1200;0;;;
83767;04/11/2017;0000;;94.25;2;
83767;04/11/2017;1200;24.8;;;
83767;05/11/2017;0000;;89.5;0.333333;
83767;05/11/2017;1200;36.9;;;
83767;06/11/2017;0000;;86;1.333333;
83767;06/11/2017;1200;0.7;;;
83767;07/11/2017;0000;;59.5;1.666667;
83767;07/11/2017;1200;0.2;;;
83767;08/11/2017;0000;;86.25;1.333333;
83767;08/11/2017;1200;0.4;;;
83767;09/11/2017;0000;;68.75;1;
83767;09/11/2017;1200;1;;;
83767;10/11/2017;0000;;79;1.333333;
83767;10/11/2017;1200;0;;;
83767;11/11/2017;0000;;54.25;1;
83767;11/11/2017;1200;3.4;;;
83767;12/11/2017;0000;;40.5;1.666667;
83767;12/11/2017;1200;0;;;
83767;13/11/2017;0000;;33;0.666667;
83767;13/11/2017;1200;0;;;
83767;14/11/2017;0000;;30.75;1.333333;
83767;14/11/2017;1200;0;;;
83767;15/11/2017;0000;;45;1;
83767;15/11/2017;1200;0;;;
83767;16/11/2017;0000;;55.25;1.333333;
83767;16/11/2017;1200;0;;;
83767;17/11/2017;0000;;65.5;1;
83767;17/11/2017;1200;9.5;;;
83767;18/11/2017;0000;;88.25;0.666667;
83767;18/11/2017;1200;0;;;
83767;19/11/2017;0000;;69;0.666667;
83767;19/11/2017;1200;9;;;
83767;20/11/2017;0000;;67.5;2;
83767;20/11/2017;1200;0;;;
83767;21/11/2017;0000;;74.25;1.333333;
83767;21/11/2017;1200;0.5;;;
83767;22/11/2017;0000;;59.75;1;
83767;22/11/2017;1200;9.4;;;
83767;23/11/2017;0000;;59;0.666667;
83767;23/11/2017;1200;0;;;
83767;24/11/2017;0000;;49.5;1;
83767;24/11/2017;1200;0;;;
83767;25/11/2017;0000;;73;2.333333;
83767;25/11/2017;1200;0;;;
83767;26/11/2017;0000;;86.75;0.333333;
83767;26/11/2017;1200;20.7;;;
83767;27/11/2017;0000;;86.75;0.333333;
83767;27/11/2017;1200;6.8;;;
83767;28/11/2017;0000;;77.75;1.333333;
83767;28/11/2017;1200;9.6;;;
83767;29/11/2017;0000;;59;1;
83767;29/11/2017;1200;0;;;
83767;30/11/2017;0000;;64.75;0.666667;
83767;30/11/2017;1200;0;;;
83767;01/12/2017;0000;;62.25;1.333333;
83767;01/12/2017;1200;0;;;
83767;02/12/2017;0000;;58.5;1.333333;
83767;02/12/2017;1200;0;;;
83767;03/12/2017;0000;;58.25;0.666667;
83767;03/12/2017;1200;0;;;
83767;04/12/2017;0000;;71;1;
83767;04/12/2017;1200;0;;;
83767;05/12/2017;0000;;74.5;0.666667;
83767;05/12/2017;1200;0;;;
83767;06/12/2017;0000;;80.5;0.666667;
83767;06/12/2017;1200;30.1;;;
83767;07/12/2017;0000;;91.25;0.333333;
83767;07/12/2017;1200;2.4;;;
83767;08/12/2017;0000;;72.5;0.666667;
83767;08/12/2017;1200;38.5;;;
83767;09/12/2017;0000;;58.75;1;
83767;09/12/2017;1200;0;;;
83767;10/12/2017;0000;;50.25;1;
83767;10/12/2017;1200;0;;;
83767;11/12/2017;0000;;42.25;1.333333;
83767;11/12/2017;1200;0;;;
83767;12/12/2017;0000;;57;1.666667;
83767;12/12/2017;1200;0;;;
83767;13/12/2017;0000;;61;1.333333;
83767;13/12/2017;1200;0;;;
83767;14/12/2017;0000;;61.75;1.666667;
83767;14/12/2017;1200;0;;;
83767;15/12/2017;0000;;57.5;1;
83767;15/12/2017;1200;0;;;
83767;16/12/2017;0000;;59.5;0.666667;
83767;16/12/2017;1200;0;;;
83767;17/12/2017;0000;;58.5;1;
83767;17/12/2017;1200;0;;;
83767;18/12/2017;0000;;78.5;1.333333;
83767;18/12/2017;1200;0.2;;;
83767;19/12/2017;0000;;63.25;1;
83767;19/12/2017;1200;2.2;;;
83767;20/12/2017;0000;;88.75;0.666667;
83767;20/12/2017;1200;0;;;
83767;21/12/2017;0000;;93.75;0.666667;
83767;21/12/2017;1200;12.7;;;
83767;22/12/2017;0000;;84.75;1.333333;
83767;22/12/2017;1200;11;;;
83767;23/12/2017;0000;;88;1;
83767;23/12/2017;1200;0.4;;;
83767;24/12/2017;0000;;91.5;1.033333;
83767;24/12/2017;1200;24.4;;;
83767;25/12/2017;0000;;94;1.333333;
83767;25/12/2017;1200;2.5;;;
83767;26/12/2017;0000;;94.75;0.666667;
83767;26/12/2017;1200;16.4;;;
83767;27/12/2017;0000;;92;0.666667;
83767;27/12/2017;1200;28.3;;;
83767;28/12/2017;0000;;81;1;
83767;28/12/2017;1200;12.6;;;
83767;29/12/2017;0000;;94.75;1;
83767;29/12/2017;1200;1.9;;;
83767;30/12/2017;0000;;84.5;1;
83767;30/12/2017;1200;26.3;;;
83767;31/12/2017;0000;;80;1.666667;
83767;31/12/2017;1200;0.2;;;
83767;01/01/2018;0000;;87.5;1;
83767;01/01/2018;1200;0;;;
83767;02/01/2018;0000;;97.75;0.666667;
83767;02/01/2018;1200;87.9;;;
83767;03/01/2018;0000;;69.25;1;
83767;03/01/2018;1200;27.8;;;
83767;04/01/2018;0000;;65.75;1;
83767;04/01/2018;1200;0;;;
83767;05/01/2018;0000;;59.5;0.666667;
83767;05/01/2018;1200;0;;;
83767;06/01/2018;0000;;82;0.666667;
83767;06/01/2018;1200;0;;;
83767;07/01/2018;0000;;79;1.333333;
83767;07/01/2018;1200;61.4;;;
83767;08/01/2018;0000;;75.5;2.333333;
83767;08/01/2018;1200;16.5;;;
83767;09/01/2018;0000;;97;1.333333;
83767;09/01/2018;1200;5.4;;;
83767;10/01/2018;0000;;88.25;1;
83767;10/01/2018;1200;23.1;;;
83767;11/01/2018;0000;;82.25;0.333333;
83767;11/01/2018;1200;6;;;
83767;12/01/2018;0000;;94;1.333333;
83767;12/01/2018;1200;0;;;
83767;13/01/2018;0000;;88.75;1;
83767;13/01/2018;1200;40.3;;;
83767;14/01/2018;0000;;86;1;
83767;14/01/2018;1200;5.1;;;
83767;15/01/2018;0000;;90;1;
83767;15/01/2018;1200;7.2;;;
83767;16/01/2018;0000;;83.75;1;
83767;16/01/2018;1200;27.6;;;
83767;17/01/2018;0000;;85.5;1;
83767;17/01/2018;1200;12.9;;;
83767;18/01/2018;0000;;83.75;1.333333;
83767;18/01/2018;1200;0.7;;;
83767;19/01/2018;0000;;85.25;0.666667;
83767;19/01/2018;1200;2.3;;;
83767;20/01/2018;0000;;79.25;1.333333;
83767;20/01/2018;1200;8.3;;;
83767;21/01/2018;0000;;64;1;
83767;21/01/2018;1200;0;;;
83767;22/01/2018;0000;;72;0.666667;
83767;22/01/2018;1200;0;;;
83767;23/01/2018;0000;;66.5;1.666667;
83767;23/01/2018;1200;3.4;;;
83767;24/01/2018;0000;;70;1.333333;
83767;24/01/2018;1200;0;;;
83767;25/01/2018;0000;;74.5;1;
83767;25/01/2018;1200;0;;;
83767;26/01/2018;0000;;66.25;2;
83767;26/01/2018;1200;1.6;;;
83767;27/01/2018;0000;;67.75;2;
83767;27/01/2018;1200;0;;;
83767;28/01/2018;0000;;77.75;1.333333;
83767;28/01/2018;1200;0.9;;;
83767;29/01/2018;0000;;88;0.666667;
83767;29/01/2018;1200;7.1;;;
83767;30/01/2018;0000;;84.75;1;
83767;30/01/2018;1200;12.2;;;
83767;31/01/2018;0000;;64.75;1;
83767;31/01/2018;1200;0;;;
83767;01/02/2018;0000;;65.25;1;
83767;01/02/2018;1200;0;;;
83767;02/02/2018;0000;;67.25;0.333333;
83767;02/02/2018;1200;0;;;
83767;03/02/2018;0000;;55.25;1;
83767;03/02/2018;1200;0;;;
83767;04/02/2018;0000;;63.25;0.666667;
83767;04/02/2018;1200;0;;;
83767;05/02/2018;0000;;58;1;
83767;05/02/2018;1200;0;;;
83767;06/02/2018;0000;;58.5;0.666667;
83767;06/02/2018;1200;0;;;
83767;07/02/2018;0000;;52.5;1;
83767;07/02/2018;1200;0;;;
83767;08/02/2018;0000;;55.5;0.666667;
83767;08/02/2018;1200;0;;;
83767;09/02/2018;0000;;79;1.666667;
83767;09/02/2018;1200;0;;;
83767;10/02/2018;0000;;84;1.333333;
83767;10/02/2018;1200;22.1;;;
83767;11/02/2018;0000;;90.25;0.666667;
83767;11/02/2018;1200;0.3;;;
83767;12/02/2018;0000;;86.75;0.666667;
83767;12/02/2018;1200;19.4;;;
83767;13/02/2018;0000;;82;1.333333;
83767;13/02/2018;1200;0;;;
83767;14/02/2018;0000;;72.25;1;
83767;14/02/2018;1200;0;;;
83767;15/02/2018;0000;;67.25;2.333333;
83767;15/02/2018;1200;0;;;
83767;16/02/2018;0000;;63;2;
83767;16/02/2018;1200;0;;;
83767;17/02/2018;0000;;76.25;1.333333;
83767;17/02/2018;1200;0;;;
83767;18/02/2018;0000;;82.5;0.666667;
83767;18/02/2018;1200;0;;;
83767;19/02/2018;0000;;94.75;1;
83767;19/02/2018;1200;13.5;;;
83767;20/02/2018;0000;;88.25;0.666667;
83767;20/02/2018;1200;33.2;;;
83767;21/02/2018;0000;;74.5;1;
83767;21/02/2018;1200;0.2;;;
83767;22/02/2018;0000;;57.25;1.666667;
83767;22/02/2018;1200;0;;;
83767;23/02/2018;0000;;58;1.333333;
83767;23/02/2018;1200;0;;;
